AREACD,P50
E01015946,26908.49
E01015947,24118.49
E01015948,25536.68
E01015949,26563.7
E01015950,26703.2
E01015951,22856.43
E01015952,21980.24
E01015953,24354.15
E01015954,21292.72
E01015955,27195.11
E01015956,22662.09
E01015957,23001
E01015958,24143.84
E01015959,23337.72
E01015960,29142.98
E01015961,24803.05
E01015962,21755.25
E01015963,21565.23
E01015964,27503.3
E01015965,28010.9
E01015966,26848.21
E01015967,26970.49
E01015968,26194.86
E01015969,26022.63
E01015970,27839.88
E01015971,23059.46
E01015972,24027.51
E01015973,23374.75
E01015974,29557.49
E01015975,25369.1
E01015976,21953.97
E01015977,29764.47
E01015978,26269.82
E01015979,28481.19
E01015980,28127.4
E01015982,30399.04
E01015983,24772.11
E01015984,27034.29
E01015985,25323.3
E01015986,23028.65
E01015987,23124.39
E01015988,22424.26
E01015989,25393.62
E01015990,24614.51
E01015991,26585.59
E01015992,25924.95
E01015993,25979.11
E01015994,25737.17
E01015995,29936.79
E01015996,25126.24
E01015997,28112.12
E01015998,26515.34
E01015999,28566.58
E01016000,25332.08
E01016001,27611.73
E01016002,28882.78
E01016003,23009.76
E01016004,21447.61
E01016005,23472.78
E01016006,20228.76
E01016007,21313.1
E01016008,25112.07
E01016009,22092.31
E01016010,21316.61
E01016011,23168.72
E01016012,23709.14
E01016013,25137.87
E01016014,23239.36
E01016015,25578.3
E01016016,21776.97
E01016017,21451.3
E01016018,21735.42
E01016019,19361.38
E01016020,22446.06
E01016021,21785.04
E01016022,20790.09
E01016023,19852.36
E01016024,21469.71
E01016025,23091.66
E01016026,29658.85
E01016027,27401.91
E01016028,26451.13
E01016029,25609.95
E01016030,22648.17
E01016031,19653.29
E01016032,21629.46
E01016033,19715.75
E01016034,25219.44
E01016035,20634.48
E01016036,24598.94
E01016037,22206.73
E01016038,22004.08
E01016039,20574.91
E01016040,22638.28
E01016041,21517.59
E01016042,21750.98
E01016043,25025.36
E01016044,22906.2
E01016045,22743.2
E01016046,22016.33
E01016047,23418.09
E01016048,23223.52
E01016049,21092.71
E01016050,28986.56
E01016051,28180.32
E01016052,29182.72
E01016053,26520.64
E01016054,28886.78
E01016055,24389.26
E01016056,25415.76
E01016057,24920.78
E01016058,25638.46
E01016059,24193.76
E01016060,26821.51
E01016061,21377.9
E01016062,21359.59
E01016063,20371.37
E01016064,22464.18
E01016065,24139.48
E01016066,24044.71
E01016067,24106.54
E01016068,22653.83
E01016069,19517.68
E01016070,23472.87
E01016071,23391.92
E01016072,24690.5
E01016073,29993.91
E01016074,23109.68
E01016075,25571.44
E01016076,27309.59
E01016077,23586.48
E01016078,25856.75
E01016079,27495.66
E01016080,25874.83
E01016081,28010.28
E01016082,26507.31
E01016083,22050.86
E01016084,22327.85
E01016085,28480.99
E01016086,27932.34
E01016087,26235.11
E01016088,25161.88
E01016089,25688.83
E01016090,26598.55
E01016091,27213.46
E01016092,26120.04
E01016093,27246.15
E01016094,26748.69
E01016095,26656.68
E01016096,25944.67
E01016097,22904.76
E01016098,22801.37
E01016099,25388.18
E01016100,24754.57
E01016101,26769.39
E01016102,23110.67
E01016103,26871
E01016104,27229.18
E01016105,26024.22
E01016106,25434.82
E01016107,27899.74
E01016110,22218.47
E01016111,20364.18
E01016112,31171.26
E01016113,25040.1
E01016114,23426.24
E01016115,23517.26
E01016116,22631.33
E01016117,21745.78
E01016118,24797.4
E01016119,27504.2
E01016120,23775.82
E01016121,24792.04
E01016122,26437.04
E01016123,24985.9
E01016124,25114.73
E01016125,25306.13
E01016126,25676.6
E01016127,24484.22
E01016128,24022.06
E01016129,24607.94
E01016130,26243.38
E01016131,26101.89
E01016132,27466.99
E01016133,28247.77
E01016134,26087.19
E01016135,25076.23
E01016136,24175.38
E01016137,22265.88
E01016138,27662.93
E01016139,25014.61
E01016140,23887.59
E01016141,22877.14
E01016142,26879.67
E01016143,26259.4
E01016144,27588.26
E01016145,28050.9
E01016146,25358.05
E01016147,26698.8
E01016148,26934.8
E01016149,24955.88
E01016150,22204.74
E01016151,23538.99
E01016152,24126.64
E01016153,22514.89
E01016154,22753.24
E01016155,24072.57
E01016156,24196.79
E01016157,24431.87
E01016158,24525.38
E01016159,21497.36
E01016160,23467.65
E01016161,22203.8
E01016162,25121.74
E01016163,23450.68
E01016164,22439.18
E01016165,25719.61
E01016166,25349.6
E01016167,25164.97
E01016168,23284.8
E01016169,27653.64
E01016170,24640.17
E01016171,22209.29
E01016172,28071.5
E01016173,24133.48
E01016174,25715.63
E01016175,26510.2
E01016176,29553.53
E01016177,22758.19
E01016178,24701.54
E01016179,26765.37
E01016180,27460.74
E01016181,32391.34
E01016182,31769.86
E01016183,31386.31
E01016184,31329.51
E01016185,29519.98
E01016186,29787.58
E01016187,34909.48
E01016188,35481.98
E01016190,28853.57
E01016191,26101.1
E01016192,28328.39
E01016193,29040.38
E01016194,34738.17
E01016195,28766.53
E01016196,27792.33
E01016197,27618.31
E01016198,29205.57
E01016199,32874.04
E01016200,31438.25
E01016201,30728.55
E01016202,31054.56
E01016203,28415.84
E01016204,27505.13
E01016205,29642.43
E01016206,34598.65
E01016207,30866.43
E01016208,31841.76
E01016209,28434.2
E01016210,25700.87
E01016212,25891.62
E01016213,28895.26
E01016214,33519.47
E01016215,24129.5
E01016216,26683.28
E01016217,31458.86
E01016218,26181.59
E01016219,31169.4
E01016220,27107.44
E01016221,28305.18
E01016222,35466.39
E01016223,26779.17
E01016224,26563.15
E01016225,29797.72
E01016226,27113.09
E01016227,31277.46
E01016228,32900.74
E01016229,30508.53
E01016230,34059.2
E01016231,27866.64
E01016232,27579.76
E01016233,25722.27
E01016234,30983.42
E01016235,36392.01
E01016236,27230.09
E01016237,31497.33
E01016238,29174.56
E01016239,26429.48
E01016240,24701.53
E01016241,24561.52
E01016242,24280.15
E01016243,33260.73
E01016245,36575.16
E01016246,35759.13
E01016247,35254.93
E01016248,25651.15
E01016249,24723.79
E01016250,27798.78
E01016252,24568.38
E01016253,37189.43
E01016254,25177.31
E01016255,29370.79
E01016256,34257.03
E01016257,35107.17
E01016258,26085.08
E01016259,29958.28
E01016260,30109.56
E01016261,31898.39
E01016262,26445.9
E01016263,31200.1
E01016264,31520.62
E01016265,29888.2
E01016266,30104.29
E01016267,34111.34
E01016268,27971.33
E01016269,31127.29
E01016270,29268.65
E01016271,26464.43
E01016272,31699.73
E01016273,24280.33
E01016274,29742.61
E01016275,29176.9
E01016276,30560.2
E01016277,31480.93
E01016278,28136.52
E01016279,25657.12
E01016280,25310.67
E01016281,27342.79
E01016282,29689.58
E01016283,33845.41
E01016284,31545.14
E01016285,29136.14
E01016286,29658.57
E01016287,26647.94
E01016288,29560.14
E01016289,35423.56
E01016290,29522.99
E01016291,30603.23
E01016292,26521.41
E01016293,30235.33
E01016294,27169.69
E01016295,22550.63
E01016296,25793.7
E01016297,25473.65
E01016298,26534.27
E01016299,28134.75
E01016300,27304.66
E01016301,27808.86
E01016302,27978.19
E01016303,29597.95
E01016304,25155.51
E01016305,25087.11
E01016306,26248.56
E01016307,26741.07
E01016308,33632.55
E01016309,30370.33
E01016310,26623.29
E01016311,28849.06
E01016312,27234.71
E01016313,28732.37
E01016314,34456.47
E01016315,30081.13
E01016316,31955.32
E01016317,32143.78
E01016318,28385.87
E01016319,25732.63
E01016320,29472.64
E01016321,29580.62
E01016322,32178.21
E01016323,27852.65
E01016324,26694.23
E01016325,24346.13
E01016326,30806.39
E01016327,31861.93
E01016328,27539.07
E01016329,29985.13
E01016330,27459
E01016331,26293.01
E01016332,24696.67
E01016333,35244.17
E01016334,29626.83
E01016335,29039.56
E01016336,24603.81
E01016337,27540.92
E01016338,32649.76
E01016339,29246.57
E01016340,24892
E01016341,26781.74
E01016342,29283.23
E01016343,28207.1
E01016344,25654.8
E01016345,29966.28
E01016346,25215.81
E01016347,24754.68
E01016348,27952.83
E01016349,27733.18
E01016350,26578.59
E01016353,24694.9
E01016355,28297.13
E01016356,25032.93
E01016357,28249.25
E01016358,24061.11
E01016359,25183.97
E01016360,24160.74
E01016361,25760
E01016362,28902
E01016363,23951.18
E01016364,33510.51
E01016365,32668.13
E01016366,28710.83
E01016367,27628.54
E01016368,21849.9
E01016369,24551.77
E01016370,22027.86
E01016371,27228.01
E01016372,22429.14
E01016373,23186.77
E01016374,28375.51
E01016375,22934.99
E01016376,25740.8
E01016377,22964.11
E01016378,27439.45
E01016379,26299.57
E01016380,29000.8
E01016381,24894.77
E01016382,24038.6
E01016383,27782.41
E01016384,34446.1
E01016385,27015.43
E01016386,35718.47
E01016387,34154.64
E01016388,26499.26
E01016389,21940.98
E01016390,28359.04
E01016391,25633.67
E01016392,27858.71
E01016393,26820.38
E01016394,22492.68
E01016395,25116.36
E01016396,26745.67
E01016397,22236.28
E01016398,26099.17
E01016399,25992.21
E01016400,25908.66
E01016401,29022.96
E01016402,20210.01
E01016403,30060.93
E01016404,24105.54
E01016405,23828.74
E01016406,21199.38
E01016407,29882.12
E01016408,26679.23
E01016409,26443.36
E01016410,32405.55
E01016411,34054.19
E01016412,27928.04
E01016413,32578.12
E01016414,32556.22
E01016415,20784.96
E01016416,21854.71
E01016417,21296.84
E01016418,22177.49
E01016419,27797.93
E01016420,21943.6
E01016421,26000.73
E01016422,24901.91
E01016423,23533.07
E01016424,29843.09
E01016425,34288.62
E01016426,40490.72
E01016427,32006.57
E01016428,29661.08
E01016429,30354.06
E01016430,34512.69
E01016431,27664.15
E01016432,27771.2
E01016433,26734.86
E01016434,26385.35
E01016435,24111.68
E01016436,25097.53
E01016437,24243.43
E01016438,23298.26
E01016439,24788.15
E01016440,24354.15
E01016441,23870.43
E01016442,26479.02
E01016443,22147.01
E01016444,19973.77
E01016445,22088.39
E01016446,22544.26
E01016447,22528.45
E01016448,21501.2
E01016449,20665.06
E01016450,23096.62
E01016451,22725.31
E01016452,23055.31
E01016453,24931.82
E01016454,24299.12
E01016455,25075.54
E01016456,20320.45
E01016457,22373.62
E01016458,22137.95
E01016459,24185.36
E01016460,23232.59
E01016461,22862.75
E01016462,23399.77
E01016463,20413.21
E01016464,20013.31
E01016465,22541.18
E01016467,26477.09
E01016468,28169.12
E01016469,24953.46
E01016470,26588.68
E01016471,27599.55
E01016472,24380.63
E01016473,28332.47
E01016474,23141.64
E01016475,22121.14
E01016476,27530.49
E01016477,27236.32
E01016478,24945.91
E01016479,26012.67
E01016480,23265.48
E01016481,26834.63
E01016482,25998.83
E01016483,22451.4
E01016484,23650.65
E01016485,21517.68
E01016486,21620.26
E01016487,22900.57
E01016488,22763.27
E01016490,23736.57
E01016491,27163.94
E01016492,25822.4
E01016493,29188.19
E01016494,28118.24
E01016495,27966.86
E01016496,24283.97
E01016497,28890.68
E01016498,26592.03
E01016499,22230.43
E01016500,27932.44
E01016501,23728.43
E01016502,23925.41
E01016503,25189.76
E01016504,28261.1
E01016505,24660.76
E01016506,27746.72
E01016507,25461.53
E01016508,26876.35
E01016509,29372.96
E01016510,32465.96
E01016511,23346.72
E01016512,23777.91
E01016513,27551.3
E01016514,26110.77
E01016515,29962.56
E01016516,19496.53
E01016517,22432.69
E01016518,23014.78
E01016519,24197.23
E01016520,21777.12
E01016521,22587.54
E01016522,37578.61
E01016523,35173.75
E01016524,34202.13
E01016525,38875.71
E01016526,36276.72
E01016527,31187.29
E01016528,29946.65
E01016529,23372.22
E01016530,26280.37
E01016531,39872.18
E01016532,31675.45
E01016533,35129.5
E01016534,35712.7
E01016535,28151.33
E01016536,31442.5
E01016537,26228.41
E01016538,30775.31
E01016539,34532.79
E01016540,28247.2
E01016541,34342.64
E01016542,29022.99
E01016543,31684.6
E01016544,30661.91
E01016545,30092.04
E01016546,36373.2
E01016547,37939.35
E01016548,32639.98
E01016549,27886.79
E01016550,27689.58
E01016551,29788.31
E01016552,31946.71
E01016553,26899.88
E01016554,24496.92
E01016555,24884.33
E01016556,26264.08
E01016557,28209.32
E01016558,18931.8
E01016559,35703.61
E01016560,23419.58
E01016561,31876.05
E01016562,31933.37
E01016563,34581.45
E01016564,29711.78
E01016565,32891.45
E01016566,28068.9
E01016567,30281.91
E01016568,27343.82
E01016569,28729.15
E01016570,33586.32
E01016571,33377.37
E01016572,30264.04
E01016573,23283
E01016574,24400.84
E01016575,30776.05
E01016576,28679.65
E01016577,27855.51
E01016578,30971.65
E01016579,30136.24
E01016580,25768.25
E01016581,30437.65
E01016582,24162.62
E01016583,35250.6
E01016584,25636.18
E01016585,32829.72
E01016586,39181.55
E01016587,29250.88
E01016588,26578.83
E01016589,33176.53
E01016591,40628.81
E01016592,33040.51
E01016593,24862.63
E01016594,24464.78
E01016595,30251.89
E01016596,33901.2
E01016597,34863.21
E01016598,31836.3
E01016599,25070.52
E01016600,36390.15
E01016601,31217.7
E01016602,29990.04
E01016603,35083.02
E01016604,35416.6
E01016605,30968.25
E01016606,35179.16
E01016607,39100.71
E01016608,29149.75
E01016609,27142.44
E01016610,30683.44
E01016611,24739.93
E01016612,38215.03
E01016613,25066.47
E01016614,27409.08
E01016615,23928.89
E01016616,25904.84
E01016617,27978.92
E01016618,29034.6
E01016619,35577.71
E01016620,35895.9
E01016621,28663.64
E01016622,35488.45
E01016623,28020.5
E01016624,32993.27
E01016625,34732.96
E01016626,29590.39
E01016627,33494.51
E01016628,33074.54
E01016629,36918.79
E01016630,36938.01
E01016631,30586.43
E01016632,35246.11
E01016633,39422.43
E01016634,33381.32
E01016635,33841.22
E01016636,35767.78
E01016637,39912.14
E01016638,32195.04
E01016639,35344.73
E01016640,38464.28
E01016641,30494.68
E01016642,26724.61
E01016643,40664.74
E01016644,31220.62
E01016645,30063.39
E01016646,31963.2
E01016647,33846.4
E01016648,32473.47
E01016649,32685.16
E01016651,29757.82
E01016652,33819.66
E01016653,34863.49
E01016654,30911.87
E01016655,33122.83
E01016656,31536.72
E01016657,37267.64
E01016658,35213.57
E01016659,29284.2
E01016660,30837.31
E01016661,28151.86
E01016662,24621.07
E01016663,28590.71
E01016664,31605.32
E01016665,29776.27
E01016666,32017.28
E01016668,30669.28
E01016669,27877.66
E01016670,35641.55
E01016671,31453.8
E01016672,33774.84
E01016673,23865.22
E01016674,30174.69
E01016675,35010.97
E01016676,40889.65
E01016677,29205.85
E01016678,28503.4
E01016679,28995.85
E01016680,24493.54
E01016682,31358.58
E01016683,32405.01
E01016684,31572.6
E01016685,33424.43
E01016686,27862.88
E01016687,27067.32
E01016688,29967.79
E01016689,27864.95
E01016690,28122.26
E01016691,32259.54
E01016692,30309.9
E01016693,35572.16
E01016694,31453.08
E01016695,35166
E01016696,29186.41
E01016699,36177.75
E01016700,36218.56
E01016701,34400.18
E01016702,30637.47
E01016703,33139.87
E01016704,28503.62
E01016705,26968.19
E01016706,37724.4
E01016707,30846.94
E01016708,37539.83
E01016709,34668.04
E01016710,23408.64
E01016711,28184.17
E01016713,25640.32
E01016714,20890.22
E01016715,23927.76
E01016716,23521.7
E01016717,24083.66
E01016718,20271.26
E01016719,26126.57
E01016720,22495.2
E01016721,22470.77
E01016722,28246.41
E01016723,28369.16
E01016724,23985.83
E01016725,22834.63
E01016726,20883.84
E01016727,24734.97
E01016728,24276.63
E01016729,20864.84
E01016731,24442.23
E01016732,24907.1
E01016733,21349.56
E01016734,29911.08
E01016735,30374.9
E01016736,28759.4
E01016737,26356.13
E01016738,23285.59
E01016739,26975.63
E01016740,27169.27
E01016741,22121.31
E01016742,18936.78
E01016743,23929.29
E01016744,21058.17
E01016745,26029.59
E01016746,22600.88
E01016748,27939.33
E01016750,28298.84
E01016751,28323.52
E01016752,26031.16
E01016753,27574.93
E01016754,25675.58
E01016755,27936.77
E01016756,24160.42
E01016757,25919.29
E01016758,27517.36
E01016759,25894.4
E01016760,30480.24
E01016761,27805.83
E01016762,26657.45
E01016763,26101.13
E01016764,27717.08
E01016765,25582.21
E01016766,25054.39
E01016767,29980.46
E01016768,24465.19
E01016769,28873.94
E01016770,27764.93
E01016771,25007.75
E01016772,23709.35
E01016773,29157.63
E01016774,29800.81
E01016775,26657.57
E01016776,30137.85
E01016777,28189.87
E01016778,27268.8
E01016780,26190.43
E01016781,32451.22
E01016783,25962.41
E01016784,25586.36
E01016786,25497.75
E01016787,24413.64
E01016788,29388.45
E01016789,28637.57
E01016790,27330.62
E01016791,28368.61
E01016792,27706.53
E01016793,27517.67
E01016794,27226.66
E01016795,25418.4
E01016796,25289.27
E01016797,25207.68
E01016798,31293.89
E01016799,28847.1
E01016800,28773.95
E01016801,27588.42
E01016802,29565.89
E01016803,27452.49
E01016804,22420.01
E01016805,28129.79
E01016806,22051.84
E01016807,23528.49
E01016808,27079.48
E01016809,25129.04
E01016810,21210.93
E01016811,20058.88
E01016812,24461.53
E01016813,24514.51
E01016814,26853.39
E01016815,25896.18
E01016816,29459.46
E01016817,25190.43
E01016818,26677.31
E01016819,21149.39
E01016820,27704.7
E01016821,28040.49
E01016822,26636.36
E01016823,26999.98
E01016824,27878.52
E01016825,25837.51
E01016826,32789.76
E01016827,27120.6
E01016828,29591.17
E01016829,23664.96
E01016830,26411.21
E01016831,27271.93
E01016832,25645.23
E01016833,29623.02
E01016834,23040.52
E01016835,22376.52
E01016836,24804.87
E01016837,23140.02
E01016838,24738.62
E01016839,21011.71
E01016840,27714.25
E01016841,24792.95
E01016842,20126.6
E01016843,19754.53
E01016844,23132.2
E01016845,20218.33
E01016846,23053.59
E01016847,24039.64
E01016848,24638.94
E01016849,24618.26
E01016850,22664.3
E01016851,24069.23
E01016852,22766.71
E01016853,24580.74
E01016854,24522.82
E01016855,24588.87
E01016856,23327.87
E01016857,24341.33
E01016858,24992.54
E01016859,24989.45
E01016860,23409.25
E01016861,26122.22
E01016862,24870.23
E01016863,23424.48
E01016864,20971.56
E01016865,21113
E01016866,20742.94
E01016867,21975.84
E01016868,20293
E01016869,22725.15
E01016870,26143.03
E01016871,25633.28
E01016872,25623.82
E01016873,24065.19
E01016874,24237.57
E01016875,27049.44
E01016876,24893.75
E01016877,25874.54
E01016878,25151.64
E01016879,23976.82
E01016880,21411.04
E01016881,23285.77
E01016882,23113.07
E01016883,24656.09
E01016884,22067.79
E01016885,20542.17
E01016886,22988.16
E01016887,23902.51
E01016888,24431.24
E01016889,21896.32
E01016890,21207.78
E01016891,21076.24
E01016892,21929.34
E01016893,23562.84
E01016894,22302.05
E01016895,22129.5
E01016896,22392.67
E01016897,23466.68
E01016898,21048.78
E01016899,7600.38
E01016900,20684.07
E01016901,23671.38
E01016902,21340.29
E01016903,23381.58
E01016904,21253.25
E01016905,22212.95
E01016906,21843.54
E01016907,19686.6
E01016908,20636.82
E01016909,20679.41
E01016910,21154.25
E01016911,21154.82
E01016912,21040.43
E01016913,20217.77
E01016914,19097.77
E01016915,19854.04
E01016916,24954.99
E01016917,24065.31
E01016918,22757.5
E01016919,23740.41
E01016920,24367.92
E01016921,23614.02
E01016922,23388.27
E01016923,25876.37
E01016924,23641.93
E01016925,22948.06
E01016926,21854.24
E01016927,23590.03
E01016928,25799.66
E01016929,24518.68
E01016930,24938.22
E01016931,25532.52
E01016932,25746.84
E01016933,27567.55
E01016934,29024.25
E01016935,26016.64
E01016936,26140.42
E01016937,24014.28
E01016938,25755.08
E01016939,24963.1
E01016940,28362.09
E01016941,21471.76
E01016942,23606.64
E01016943,24644.12
E01016944,23160.42
E01016945,21351.55
E01016946,25047.4
E01016947,21010.82
E01016948,23478.79
E01016949,22751.62
E01016950,24507.65
E01016951,24650.51
E01016952,20091.12
E01016953,25693.37
E01016954,22868.45
E01016955,22736.39
E01016956,23350.26
E01016957,25831.92
E01016958,24148.61
E01016959,26345.16
E01016960,25020.48
E01016961,25760.54
E01016962,24500.69
E01016963,25732.5
E01016964,21325.06
E01016966,21438.02
E01016967,24149.19
E01016968,25706.03
E01016969,23131.83
E01016970,24130.98
E01016971,19257.47
E01016972,25014.29
E01016973,23456.91
E01016974,24303.11
E01016975,21960.23
E01016976,26322.25
E01016977,22550.33
E01016978,23909.84
E01016979,26230.16
E01016980,26814.04
E01016981,27486.15
E01016982,28458.57
E01016983,26912.78
E01016984,26870.97
E01016985,25794.68
E01016986,24397.64
E01016987,24983.75
E01016988,24397.64
E01016989,24984.53
E01016990,25004.6
E01016991,26827.85
E01016992,25672.9
E01016993,22988.56
E01016994,24468.17
E01016995,27437.8
E01016996,25689.23
E01016997,24769.84
E01016998,26888.8
E01016999,27325.3
E01017000,24107.43
E01017001,30346.44
E01017002,26805.61
E01017003,27911.87
E01017004,25973.84
E01017005,27881.19
E01017006,28504.18
E01017007,22766.08
E01017008,23270.59
E01017009,24294.75
E01017010,24171.81
E01017011,22242.14
E01017012,23231.21
E01017013,22264.42
E01017014,24508.75
E01017015,23607.58
E01017016,24002.95
E01017017,25749.82
E01017018,24297.08
E01017019,22979.89
E01017020,24146.41
E01017021,24996.34
E01017022,22891.63
E01017023,23291.33
E01017024,21354.03
E01017025,21660.52
E01017026,22416.64
E01017027,20679.93
E01017028,16343.27
E01017029,24145.1
E01017030,21855.84
E01017031,20026.84
E01017032,18203.49
E01017034,19578.1
E01017035,20739.53
E01017036,19990.15
E01017037,20002.39
E01017038,20685.37
E01017039,20448.51
E01017040,19908.16
E01017041,23726.87
E01017042,23134.85
E01017043,23963.73
E01017044,23993.06
E01017045,23039.5
E01017046,27491.78
E01017047,23279.6
E01017048,25438.26
E01017049,24729.64
E01017050,26563.02
E01017051,21678.04
E01017052,22495.27
E01017053,21692.04
E01017054,22958.22
E01017055,24109.42
E01017056,26270.83
E01017057,25519.4
E01017058,24709.1
E01017059,25780.26
E01017060,25846.9
E01017061,28981.17
E01017062,26682.89
E01017063,30127.42
E01017064,26688.48
E01017066,24832.05
E01017067,23470.25
E01017068,25529.43
E01017069,25975.53
E01017070,23828.03
E01017071,23548.51
E01017072,28565.89
E01017073,21991.75
E01017074,20978.49
E01017075,21619.55
E01017076,22905.35
E01017077,21894.28
E01017078,22269.44
E01017079,20453.42
E01017080,20770.98
E01017081,22059.42
E01017082,22325.98
E01017083,23341.04
E01017084,24527.08
E01017085,24561.26
E01017086,25713.55
E01017087,24466.72
E01017088,24534.89
E01017089,22197.07
E01017090,24882.99
E01017091,21560.94
E01017092,24249.45
E01017093,23341.29
E01017094,25713.23
E01017095,24417.42
E01017096,22859.68
E01017097,24215.05
E01017098,22765.38
E01017099,23290.82
E01017100,23764.05
E01017101,23108.29
E01017102,21010.77
E01017103,19974.38
E01017104,22349.54
E01017105,23656.54
E01017106,22012.2
E01017107,22327.79
E01017108,22319.85
E01017109,22792.47
E01017110,22689.67
E01017111,22102.63
E01017112,21223.06
E01017113,23957.61
E01017114,29815.4
E01017115,21924.12
E01017116,19795.74
E01017117,21508.32
E01017118,21731.41
E01017119,22033.42
E01017120,21238.5
E01017121,25432.63
E01017122,23345.63
E01017123,24509.96
E01017124,22876.42
E01017125,22491.98
E01017126,22690.03
E01017127,22770.73
E01017128,18553.73
E01017129,16595.73
E01017130,18541.05
E01017131,20702.61
E01017132,18797.29
E01017133,19331.75
E01017135,22800.76
E01017136,19544.62
E01017137,11449.72
E01017138,24524.71
E01017139,19958.34
E01017140,21722.45
E01017142,21746.08
E01017144,23970.24
E01017145,28008.16
E01017146,30389.28
E01017147,25846.21
E01017148,34296.18
E01017149,20127.49
E01017150,27335.17
E01017151,24173.64
E01017152,24689.4
E01017153,17795.24
E01017154,18557.5
E01017155,18246.7
E01017156,17650.95
E01017157,17489.29
E01017158,23017.22
E01017159,14800.59
E01017160,21575.24
E01017162,23256.67
E01017163,20118.21
E01017164,23850.58
E01017165,21421.5
E01017166,20467.31
E01017167,19900.18
E01017168,22441.84
E01017169,21846.64
E01017170,22534.96
E01017171,25339.8
E01017172,23800
E01017173,25105.82
E01017174,25032.36
E01017175,25745.06
E01017176,24862.16
E01017177,24017.18
E01017178,26708.74
E01017179,22045.53
E01017180,27082.23
E01017181,24024.44
E01017182,23849
E01017183,26890.22
E01017184,23132.83
E01017185,22302.95
E01017186,22665.4
E01017187,25798.51
E01017188,22713.2
E01017189,23535.61
E01017190,26702.64
E01017191,22514.24
E01017192,24186.25
E01017193,23115.31
E01017194,22908.96
E01017195,23586.3
E01017196,27982.51
E01017197,27766.73
E01017198,23542.21
E01017199,23669.53
E01017200,23641.25
E01017201,21485.77
E01017202,20590.34
E01017203,24039.64
E01017204,25545.18
E01017205,22172.9
E01017206,24510.68
E01017207,19938.29
E01017208,20807.08
E01017209,24814.39
E01017210,20833.16
E01017211,23112.35
E01017212,25315.25
E01017213,24446.34
E01017214,25781.57
E01017215,24742.48
E01017216,24286.14
E01017217,23276.78
E01017218,23075.84
E01017219,22278.57
E01017220,24036.77
E01017221,23941.17
E01017222,25348.6
E01017223,25131.24
E01017224,25782.16
E01017225,23516.66
E01017226,26286.06
E01017227,16830.85
E01017228,22346.35
E01017231,18538.23
E01017232,23242.37
E01017233,23303.88
E01017234,19917.68
E01017235,18703.98
E01017236,21800.1
E01017237,21805.04
E01017238,23492.18
E01017239,22536.42
E01017240,20704.18
E01017241,22529.62
E01017242,24583.92
E01017243,24515.73
E01017244,22579.57
E01017245,20512.75
E01017246,23907.94
E01017247,26343.36
E01017248,27704.35
E01017249,30921.76
E01017250,21491.69
E01017251,22519.73
E01017252,30222.68
E01017253,22157.34
E01017254,24139.63
E01017255,24339.75
E01017256,25396.1
E01017257,22806.39
E01017258,22675.91
E01017259,25002.1
E01017260,23279.86
E01017261,24624.72
E01017262,23932.96
E01017263,23383.17
E01017264,21455.55
E01017265,22291.68
E01017266,20171.37
E01017267,19629.14
E01017270,23056.94
E01017271,25339.23
E01017272,21307.94
E01017273,25025.46
E01017274,21852.97
E01017275,24404.65
E01017276,23682.41
E01017277,23068.11
E01017278,24438.5
E01017279,24638.43
E01017280,20962.49
E01017281,18748.34
E01017282,22352.87
E01017283,22499.28
E01017284,21862.21
E01017285,22645.27
E01017286,24350.49
E01017287,22752.44
E01017288,21218.03
E01017289,20970.19
E01017290,23981.1
E01017291,23455.04
E01017292,24544.28
E01017293,24050.81
E01017294,23107.56
E01017295,22156.99
E01017296,22515.53
E01017297,22600.41
E01017298,21210.81
E01017299,20615.02
E01017300,23326.78
E01017301,26171.77
E01017302,24999.54
E01017303,22976.62
E01017304,24181.74
E01017305,22174.25
E01017306,21529.61
E01017307,23775.13
E01017308,22395.19
E01017309,21545.92
E01017310,22789.11
E01017311,22178.89
E01017312,21426.04
E01017315,20522.35
E01017316,22636.22
E01017317,21343.38
E01017318,20452.91
E01017319,20645.98
E01017320,21165.7
E01017321,23184.84
E01017322,21565.73
E01017323,23395.47
E01017324,21437.97
E01017325,21908.71
E01017326,21027.43
E01017327,21620.09
E01017328,20792.38
E01017329,24093.66
E01017331,20879.15
E01017332,22028.35
E01017333,23497.72
E01017334,24282.84
E01017335,20689.35
E01017336,20341.75
E01017337,20611.41
E01017338,22948.02
E01017339,21683.48
E01017340,20586.49
E01017341,21422.62
E01017342,22187
E01017343,21215.99
E01017344,23328.38
E01017345,19806.75
E01017346,22107.04
E01017347,21688.29
E01017348,20678.99
E01017349,20239.39
E01017350,20432.97
E01017351,23816.64
E01017352,25127.57
E01017353,22433.96
E01017354,22384.07
E01017355,22362.48
E01017356,19721.94
E01017357,21057.77
E01017358,21855.97
E01017359,21778.73
E01017360,19597.61
E01017361,21557.57
E01017362,20921.12
E01017363,19459.52
E01017364,19898.69
E01017365,22001.33
E01017366,20080.33
E01017367,22952.72
E01017368,23338.41
E01017369,21384.91
E01017370,21425.36
E01017371,27044.47
E01017372,25436.53
E01017373,32401.51
E01017374,31772.17
E01017375,26220.57
E01017376,26457.08
E01017377,27830.42
E01017378,24510.59
E01017379,25198.09
E01017380,33684.06
E01017381,25498.99
E01017382,23734.65
E01017383,27483.16
E01017384,23753.24
E01017385,23908.06
